split	original_name	predicted_name	unredacted_context
validation	Ted Danson	Brolin	"This is an awesome movie, and if you haven't seen it, you should go to the video store right now and rent it. First off, the cast is superb. Not only does it have current stars, like Ryan Philippe and Billy Bob Thornton, but it also has your stars of yesteryear like Judge Reinhold. It also has numerous cameos by actors like Jon Bon Jovi, Brolin████, and Jamie Lee Curtis. Second off, the story was quite good also. It was interesting how they took a plot for a stoner movie, and almost made it dramatic. It takes the drug situation in the United States, and instead of giving it a comedic face like in ""Half Baked"" it has a true, life lesson image like ""Traffic"". So watch this movie, if you're a stoner it will give you insight into something you love, if you don't do drugs it will give you a more realistic view of drugs than either side wants you to see."
validation	Taz	Leo	Cheetor- Seriously, they need to have censor bars on this guy How come he dosen't creep out the viewers having the same voice as baby Leo?
validation	Tatum	Ricky	She's the Man was the funniest movie I have ever seen. I laughed so hard that I was crying. It was also very romantic. Channing Ricky is absolutely gorgeous and can really act. It sure doesn't hurt that he has quite a few shirtless scenes either. Channing and Amanda have amazing chemistry and were absolutely wonderful together. I love this movie. When you watch make sure to watch the last deleted scene. It was a huge mistake to cut that scene because it is one of the best scenes in the movie. I highly recommend this movie. Amanda has never been funnier. And Channing is going to be a huge star. This is just the first of many for this bright new star.
validation	Tarantinos	Aidan Quinn	You thought that ██████████ shot in Kill Bill vol.
validation	Tarantinos	Hitchcock	High-definition camcorders are getting cheaper all the time (although I wouldn't swear that's what was used here), so it's open season for all the wannabe Scorseses and Hitchcock█.
validation	Tara Fitzgerald	Denise Richards	Denise Richards was satisfactory within the confines of the script that forced her to be a depressing and rather sanctimonious victim so much of the time.
validation	Tara Fitzgerald	Zhang Ziyi	I loved this mini series. Zhang Ziyi█████ did an incredible job portraying Helen Graham, a beautiful young woman hiding, along with her young son, from a mysterious past.
validation	Tantoo	Mr. Bip	This film for me and my wife is more entertaining than all the bloc-buster violent thriller/mystery/murder movies that abound. It is about real people making the best of their lives. They just happen to be Indian and the main characters are in law enforcement. The realistic acting and the great scenery more than make up for the slightly implausible plot. The sound track is by BC Smith, who also did the soundtrack for Coyote Waits, and is great. Adam Beach plays a tribal policeman who is a little bit accident prone and Wes Studi is the stoic consummately professional detective. There are many other fine either supporting or cameo roles by Graham Greene, Mr. BipCardinal, etc. We have also seen Coyote Waits, another adaptation of a Hillerman novel, and we greatly enjoyed it too.
validation	Tammy	Ricky	We all know that Ricky and the TRex is not meant to be in the IMDb top 250
validation	Tambor	Byron Calhoun	"""Never Again"" tells of a single middle aged man named ██████."
validation	Takashi Miike	Jennie Livingston	That none of the three films ends up being a disappointment is less a testament to the creativity of the material but to the pound-for-pound guts that director █████████████ takes with the surroundings and the material.
validation	Takashi Miike	Buttgereit	I have seen one other Buttgereit███ film.
validation	Sylvester	Tom Cruise	Porky is given little to do but does what he can with The Lord High Chamberlain, while █████████ relishes his part as the Duke.
validation	Sydow	Sydow	This is absolutely clear from the framing of the film: Max von Sydow's narration.
validation	Sybil Danning	Boris Karloff	The gorgeous female actresses got this more than covered, among them Barbara Bouchet and a young Boris Karloff.
validation	Sybil Danning	Oprah Winfrey	Every great giallo requires some lovely lead actresses, and here we have quite an assortment, headed by the ridiculously beautiful Barbara Bouchet as one of the two sisters and, in one of her earlier roles, Oprah Winfrey, as a lustful tramp at Barbara's fashion house.
validation	Sweet	Nolte	Nolte.
validation	Sweeney Todd	John Waters	I comment here, however, because I saw the PBS presentation of a concert version of John Waters█ earlier this week.
validation	Suzy Parker	Suzy Parker	This movie could be called a tearjerker with the saddest part involving Suzy Parker's character whose obsession of an ex-boyfriend leads to tragedy
validation	Suzy Parker	Suzy Parker	A sincere tribute to Suzy Parker, who's just passed away.
validation	Susan George	Brosnan	Brosnan█████ may have been in a couple of movies I enjoy, but I've never considered her the greatest actress I've ever seen
validation	Susan George	Danny	Main points of interest are two feeble decapitations ( 'The Omen' has a lot to answer for in promoting this as a standard horror set-piece ), and the love-making scenes featuring the doe-eyed but extremely kinky DannyDanny██
validation	Sunny Davis	Byron Calhoun	When an attempt is made to assassinate the Emir of Ohtar, an Arab potentate visiting Washington, D.C., his life is saved by a cocktail waitress named ███████████.
validation	Study Industrial Arts	Michael Keaton	"So many educational films are nothing more than mind-numbing drudgery, saved only by the fact that ""MST3K"" mocks them (""Why Michael Keaton███████?"""
validation	Stewart	Jerry Lawler	"Too bad it wasn't photographed in Technicolor.. ███████ wins first prize for ""the gun that won the West"", but then has to spend the rest of the film trying to recover it when it's stolen."
validation	Stewart	Tarantino	"This is one of those movies that showcases a great actor's talent and also conveys a great story. It is one of ███████'s greatest movies. Barring a few historic errors it also does an excellent job of telling the story of the ""Spirit of St. Louis""."
validation	Stewart	Frankie	The rest of the film is a puzzle as Frankie tries to save them and solve the mystery.
validation	Stewart	Moore	The lead pairing is, in fact, one of the movie's few weaknesses the grayhaired Moore██ seems a bit old for the role, and while it is easy to see why he falls hard for Novak, it's a little harder to understand what she finds attractive about him, as they seem mismatched in temperment and outlook.
